BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363341,263,GCF_001891065.1,SRR12601799,Hippocampus_mohnikei,PRJNA612146
SAMN14363339,261,GCF_001891065.1,SRR12601801,Hippocampus_mohnikei,PRJNA612146
SAMN14363338,260,GCF_001891065.1,SRR12601803,Hippocampus_mohnikei,PRJNA612146
SAMN14363337,259,GCF_001891065.1,SRR12601804,Hippocampus_mohnikei,PRJNA612146
SAMN14363335,257,GCF_001891065.1,SRR12601806,Hippocampus_mohnikei,PRJNA612146
SAMN14363334,256,GCF_001891065.1,SRR12601807,Hippocampus_mohnikei,PRJNA612146
SAMN14363332,254,GCF_001891065.1,SRR12601809,Hippocampus_mohnikei,PRJNA612146
SAMN14363330,252,GCF_001891065.1,SRR12601811,Hippocampus_mohnikei,PRJNA612146
SAMN14363327,249,GCF_001891065.1,SRR12601815,Hippocampus_mohnikei,PRJNA612146
SAMN14363326,248,GCF_001891065.1,SRR12601816,Hippocampus_mohnikei,PRJNA612146
SAMN14363343,265,GCF_001891065.1,SRR12601761,Hippocampus_mohnikei,PRJNA612146
SAMN14363342,264,GCF_001891065.1,SRR12601798,Hippocampus_mohnikei,PRJNA612146
SAMN14363336,258,GCF_001891065.1,SRR12601805,Hippocampus_mohnikei,PRJNA612146
SAMN14363333,255,GCF_001891065.1,SRR12601808,Hippocampus_mohnikei,PRJNA612146
SAMN14363331,253,GCF_001891065.1,SRR12601810,Hippocampus_mohnikei,PRJNA612146
SAMN14363329,251,GCF_001891065.1,SRR12601812,Hippocampus_mohnikei,PRJNA612146
SAMN14363328,250,GCF_001891065.1,SRR12601814,Hippocampus_mohnikei,PRJNA612146
SAMN14363325,247,GCF_001891065.1,SRR12601817,Hippocampus_mohnikei,PRJNA612146
SAMN14363340,262,GCF_001891065.1,SRR12601800,Hippocampus_mohnikei,PRJNA612146
